zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
87013,35.90924,-107.39226,Cuba,NM,New Mexico,TRUE,,5556,1.2,35043,Sandoval,"{""35043"": ""67.73"", ""35031"": ""26.56"", ""35039"": ""3.73"", ""35045"": ""1.98""}",Sandoval|McKinley|Rio Arriba|San Juan,35043|35031|35039|35045,FALSE,FALSE,America/Denver
87014,35.21926,-107.38687,Cubero,NM,New Mexico,TRUE,,613,1.1,35006,Cibola,"{""35006"": ""99.69"", ""35043"": ""0.31""}",Cibola|Sandoval,35006|35043,FALSE,FALSE,America/Denver
87015,35.07419,-106.18002,Edgewood,NM,New Mexico,TRUE,,13399,34.4,35049,Santa Fe,"{""35049"": ""67.66"", ""35057"": ""17.99"", ""35001"": ""14.35""}",Santa Fe|Torrance|Bernalillo,35049|35057|35001,FALSE,FALSE,America/Denver
87016,34.77803,-105.92203,Estancia,NM,New Mexico,TRUE,,3184,1.6,35057,Torrance,"{""35057"": ""100""}",Torrance,35057,FALSE,FALSE,America/Denver
87017,36.32022,-106.76865,Gallina,NM,New Mexico,TRUE,,322,0.7,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87018,36.13061,-107.5115,Counselor,NM,New Mexico,TRUE,,589,1.9,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87020,34.93005,-107.93988,Grants,NM,New Mexico,TRUE,,11069,4.1,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87021,35.19137,-107.88389,Milan,NM,New Mexico,TRUE,,3421,171.1,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87022,34.89774,-106.70539,Isleta,NM,New Mexico,TRUE,,778,146.2,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87023,34.59821,-106.76059,Jarales,NM,New Mexico,TRUE,,529,65.4,35061,Valencia,"{""35061"": ""100""}",Valencia,35061,FALSE,FALSE,America/Denver
87024,35.68399,-106.73,Jemez Pueblo,NM,New Mexico,TRUE,,2334,10.4,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87025,35.83959,-106.63483,Jemez Springs,NM,New Mexico,TRUE,,1242,1.4,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87026,34.96242,-107.23255,Laguna,NM,New Mexico,TRUE,,4090,3.1,35006,Cibola,"{""35006"": ""46.54"", ""35001"": ""37.98"", ""35061"": ""15.48""}",Cibola|Bernalillo|Valencia,35006|35001|35061,FALSE,FALSE,America/Denver
87027,36.12632,-106.94777,La Jara,NM,New Mexico,TRUE,,341,3.7,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87028,34.3621,-106.77283,La Joya,NM,New Mexico,TRUE,,612,3.4,35053,Socorro,"{""35053"": ""100""}",Socorro,35053,FALSE,FALSE,America/Denver
87029,36.39636,-106.99763,Lindrith,NM,New Mexico,TRUE,,276,0.3,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87031,34.73181,-106.88782,Los Lunas,NM,New Mexico,TRUE,,44364,33.7,35061,Valencia,"{""35061"": ""100""}",Valencia,35061,FALSE,FALSE,America/Denver
87032,34.85126,-106.01138,Mcintosh,NM,New Mexico,TRUE,,253,6.1,35057,Torrance,"{""35057"": ""100""}",Torrance,35057,FALSE,FALSE,America/Denver
87034,34.78174,-107.5614,Pueblo Of Acoma,NM,New Mexico,TRUE,,1821,0.8,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87035,34.95997,-105.98054,Moriarty,NM,New Mexico,TRUE,,7512,13.2,35057,Torrance,"{""35057"": ""98.6"", ""35049"": ""1.4""}",Torrance|Santa Fe,35057|35049,FALSE,FALSE,America/Denver
87036,34.37816,-106.25927,Mountainair,NM,New Mexico,TRUE,,1548,0.6,35057,Torrance,"{""35057"": ""98.82"", ""35053"": ""1.18""}",Torrance|Socorro,35057|35053,FALSE,FALSE,America/Denver
87037,36.15984,-107.76644,Nageezi,NM,New Mexico,TRUE,,537,0.7,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87038,35.08945,-107.4352,New Laguna,NM,New Mexico,TRUE,,710,10.7,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87040,35.12356,-107.39163,Paguate,NM,New Mexico,TRUE,,432,9.3,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87041,35.68785,-106.32989,Pena Blanca,NM,New Mexico,TRUE,,874,2.4,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87042,34.82798,-106.68653,Peralta,NM,New Mexico,TRUE,,3576,305,35061,Valencia,"{""35061"": ""100""}",Valencia,35061,FALSE,FALSE,America/Denver
87043,35.28806,-106.46606,Placitas,NM,New Mexico,TRUE,,4686,21.1,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87044,35.66552,-106.64425,Ponderosa,NM,New Mexico,TRUE,,255,7,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87045,35.39241,-108.02154,Prewitt,NM,New Mexico,TRUE,,1572,3.8,35031,McKinley,"{""35031"": ""97.54"", ""35006"": ""2.46""}",McKinley|Cibola,35031|35006,FALSE,FALSE,America/Denver
87046,36.24694,-106.91609,Regina,NM,New Mexico,TRUE,,230,1.5,35043,Sandoval,"{""35043"": ""74.19"", ""35039"": ""25.81""}",Sandoval|Rio Arriba,35043|35039,FALSE,FALSE,America/Denver
87047,35.24327,-106.28953,Sandia Park,NM,New Mexico,TRUE,,4665,13.6,35001,Bernalillo,"{""35001"": ""82.75"", ""35043"": ""12.85"", ""35049"": ""4.39""}",Bernalillo|Sandoval|Santa Fe,35001|35043|35049,FALSE,FALSE,America/Denver
87048,35.23602,-106.62004,Corrales,NM,New Mexico,TRUE,,9072,317.2,35043,Sandoval,"{""35043"": ""95.76"", ""35001"": ""4.24""}",Sandoval|Bernalillo,35043|35001,FALSE,FALSE,America/Denver
87049,35.12405,-107.59336,San Fidel,NM,New Mexico,TRUE,,1600,9.7,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87051,35.04865,-107.83409,San Rafael,NM,New Mexico,TRUE,,1413,8.7,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87052,35.50479,-106.30689,Santo Domingo Pueblo,NM,New Mexico,TRUE,,2858,28.2,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87053,35.65124,-107.03361,San Ysidro,NM,New Mexico,TRUE,,1405,1.9,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87056,35.18882,-105.88649,Stanley,NM,New Mexico,TRUE,,1063,0.8,35049,Santa Fe,"{""35049"": ""98.53"", ""35047"": ""1.47""}",Santa Fe|San Miguel,35049|35047,FALSE,FALSE,America/Denver
87059,34.99401,-106.29716,Tijeras,NM,New Mexico,TRUE,,10488,28.4,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87061,34.73119,-106.37961,Torreon,NM,New Mexico,TRUE,,320,0.9,35057,Torrance,"{""35057"": ""100""}",Torrance,35057,FALSE,FALSE,America/Denver
87062,34.43995,-106.65882,Veguita,NM,New Mexico,TRUE,,1621,4.8,35053,Socorro,"{""35053"": ""100""}",Socorro,35053,FALSE,FALSE,America/Denver
87063,34.5011,-105.85749,Willard,NM,New Mexico,TRUE,,252,0.3,35057,Torrance,"{""35057"": ""100""}",Torrance,35057,FALSE,FALSE,America/Denver
87064,36.1862,-106.57686,Youngsville,NM,New Mexico,TRUE,,73,0.2,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87068,34.86111,-106.57306,Bosque Farms,NM,New Mexico,TRUE,,4897,20.4,35061,Valencia,"{""35061"": ""100""}",Valencia,35061,FALSE,FALSE,America/Denver
87070,35.0219,-105.77764,Clines Corners,NM,New Mexico,TRUE,,180,2.6,35057,Torrance,"{""35057"": ""100""}",Torrance,35057,FALSE,FALSE,America/Denver
87072,35.61197,-106.38808,Cochiti Pueblo,NM,New Mexico,TRUE,,669,11.7,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87083,35.64844,-106.34271,Cochiti Lake,NM,New Mexico,TRUE,,487,141.7,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87102,35.08098,-106.64664,Albuquerque,NM,New Mexico,TRUE,,19191,1139.3,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87104,35.10338,-106.67537,Albuquerque,NM,New Mexico,TRUE,,13534,1229.1,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87105,34.96917,-106.63094,Albuquerque,NM,New Mexico,TRUE,,58119,239.4,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87106,35.0582,-106.6216,Albuquerque,NM,New Mexico,TRUE,,26025,951,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87107,35.1374,-106.64303,Albuquerque,NM,New Mexico,TRUE,,30831,805.2,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87108,35.07254,-106.5784,Albuquerque,NM,New Mexico,TRUE,,37438,2460.4,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87109,35.15297,-106.57541,Albuquerque,NM,New Mexico,TRUE,,38967,1482.8,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87110,35.10811,-106.5781,Albuquerque,NM,New Mexico,TRUE,,38495,1720.8,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87111,35.14382,-106.4862,Albuquerque,NM,New Mexico,TRUE,,57108,1015.6,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87112,35.10108,-106.51629,Albuquerque,NM,New Mexico,TRUE,,42256,2019.2,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87113,35.18356,-106.59231,Albuquerque,NM,New Mexico,TRUE,,15712,674.1,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87114,35.19711,-106.68401,Albuquerque,NM,New Mexico,TRUE,,68789,1252.4,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87116,35.052,-106.57174,Albuquerque,NM,New Mexico,TRUE,,3919,460.6,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87117,35.02011,-106.55005,Kirtland Afb,NM,New Mexico,TRUE,,370,7.3,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87120,35.13508,-106.73708,Albuquerque,NM,New Mexico,TRUE,,63884,641.3,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87121,35.05852,-106.87791,Albuquerque,NM,New Mexico,TRUE,,78276,118,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87122,35.19069,-106.49886,Albuquerque,NM,New Mexico,TRUE,,18546,268.6,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87123,35.07105,-106.46794,Albuquerque,NM,New Mexico,TRUE,,44367,495.3,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver
87124,35.26775,-106.78288,Rio Rancho,NM,New Mexico,TRUE,,55173,302.3,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87144,35.32392,-106.70973,Rio Rancho,NM,New Mexico,TRUE,,43651,189,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver
87301,35.47483,-108.83461,Gallup,NM,New Mexico,TRUE,,24592,115.1,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87305,35.3839,-108.80091,Gallup,NM,New Mexico,TRUE,,3209,5.4,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87310,35.79415,-108.53908,Brimhall,NM,New Mexico,TRUE,,1081,2.3,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87311,35.6101,-108.51293,Church Rock,NM,New Mexico,TRUE,,4084,8.1,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87312,35.42263,-108.32303,Continental Divide,NM,New Mexico,TRUE,,439,3.4,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87313,35.8141,-108.07867,Crownpoint,NM,New Mexico,TRUE,,5967,2.4,35031,McKinley,"{""35031"": ""94.44"", ""35045"": ""5.56""}",McKinley|San Juan,35031|35045,FALSE,FALSE,America/Denver
87315,34.74291,-108.68277,Fence Lake,NM,New Mexico,TRUE,,190,0.1,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87316,35.4396,-108.45318,Fort Wingate,NM,New Mexico,TRUE,,1086,3.4,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87317,35.58757,-108.76101,Gamerco,NM,New Mexico,TRUE,,1778,29.4,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87319,35.47231,-108.9505,Mentmore,NM,New Mexico,TRUE,,2014,4.6,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87320,35.80791,-108.87611,Mexican Springs,NM,New Mexico,TRUE,,519,2.4,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87321,35.00127,-108.37074,Ramah,NM,New Mexico,TRUE,,2431,1.5,35006,Cibola,"{""35006"": ""72.87"", ""35031"": ""27.13""}",Cibola|McKinley,35006|35031,FALSE,FALSE,America/Denver
87322,35.52603,-108.65311,Rehoboth,NM,New Mexico,TRUE,,276,57.5,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87323,35.455,-108.1991,Thoreau,NM,New Mexico,TRUE,,4015,5.3,35031,McKinley,"{""35031"": ""94.32"", ""35006"": ""5.68""}",McKinley|Cibola,35031|35006,FALSE,FALSE,America/Denver
87325,36.00208,-108.62286,Tohatchi,NM,New Mexico,TRUE,,3110,2.1,35031,McKinley,"{""35031"": ""56.49"", ""35045"": ""43.51""}",McKinley|San Juan,35031|35045,FALSE,FALSE,America/Denver
87326,35.26584,-108.83133,Vanderwagen,NM,New Mexico,TRUE,,1690,3.8,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87327,34.98022,-108.78819,Zuni,NM,New Mexico,TRUE,,9002,6,35031,McKinley,"{""35031"": ""99.92"", ""35006"": ""0.08""}",McKinley|Cibola,35031|35006,FALSE,FALSE,America/Denver
87328,35.97473,-108.98609,Navajo,NM,New Mexico,TRUE,,2372,4.9,35031,McKinley,"{""35031"": ""77.47"", ""35045"": ""15.59"", ""04001"": ""6.93""}",McKinley|San Juan|Apache,35031|35045|04001,FALSE,FALSE,America/Denver
87347,35.42727,-108.44644,Jamestown,NM,New Mexico,TRUE,,160,1.8,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87357,34.94704,-108.3587,Pinehill,NM,New Mexico,TRUE,,769,4.4,35006,Cibola,"{""35006"": ""100""}",Cibola,35006,FALSE,FALSE,America/Denver
87364,36.14192,-108.70648,Sheep Springs,NM,New Mexico,TRUE,,1026,2.6,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87375,35.67201,-108.75616,Yatahey,NM,New Mexico,TRUE,,3390,13.7,35031,McKinley,"{""35031"": ""100""}",McKinley,35031,FALSE,FALSE,America/Denver
87401,36.74121,-108.17992,Farmington,NM,New Mexico,TRUE,,46614,137.8,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87402,36.78065,-108.14402,Farmington,NM,New Mexico,TRUE,,10089,339.6,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87410,36.86691,-107.87985,Aztec,NM,New Mexico,TRUE,,16766,24.1,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87412,36.69881,-107.47851,Blanco,NM,New Mexico,TRUE,,1384,1.1,35045,San Juan,"{""35045"": ""93.89"", ""35039"": ""6.11""}",San Juan|Rio Arriba,35045|35039,FALSE,FALSE,America/Denver
87413,36.41515,-107.97672,Bloomfield,NM,New Mexico,TRUE,,16917,10.1,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87415,36.81831,-108.09743,Flora Vista,NM,New Mexico,TRUE,,1715,60.3,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87416,36.69316,-108.4212,Fruitland,NM,New Mexico,TRUE,,5111,20.1,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87417,36.74406,-108.345,Kirtland,NM,New Mexico,TRUE,,5704,185,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87418,36.95199,-108.15521,La Plata,NM,New Mexico,TRUE,,986,6.2,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87419,36.88504,-107.50236,Navajo Dam,NM,New Mexico,TRUE,,359,0.5,35045,San Juan,"{""35045"": ""96.12"", ""35039"": ""3.88""}",San Juan|Rio Arriba,35045|35039,FALSE,FALSE,America/Denver
87420,36.69066,-108.84928,Shiprock,NM,New Mexico,TRUE,,12179,8.7,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87421,36.76368,-108.51858,Waterflow,NM,New Mexico,TRUE,,1626,15.6,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87455,36.3244,-108.64179,Newcomb,NM,New Mexico,TRUE,,1714,1.9,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87461,36.33533,-108.92874,Sanostee,NM,New Mexico,TRUE,,1384,1.8,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87499,36.34902,-108.21084,Farmington,NM,New Mexico,TRUE,,482,0.7,35045,San Juan,"{""35045"": ""100""}",San Juan,35045,FALSE,FALSE,America/Denver
87501,35.74235,-105.84143,Santa Fe,NM,New Mexico,TRUE,,15308,74.1,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver
87505,35.62193,-105.86873,Santa Fe,NM,New Mexico,TRUE,,30502,170.1,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver
87506,35.81952,-105.98861,Santa Fe,NM,New Mexico,TRUE,,13784,26.9,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver
87507,35.59345,-106.10777,Santa Fe,NM,New Mexico,TRUE,,49451,229.5,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver
87508,35.52744,-105.96873,Santa Fe,NM,New Mexico,TRUE,,19447,50.8,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver
87510,36.29328,-106.41423,Abiquiu,NM,New Mexico,TRUE,,987,0.9,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87511,36.10226,-105.92584,Alcalde,NM,New Mexico,TRUE,,2328,16.3,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87512,36.90902,-105.37427,Amalia,NM,New Mexico,TRUE,,66,0.1,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87513,36.57957,-105.68733,Arroyo Hondo,NM,New Mexico,TRUE,,884,10.3,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87514,36.54126,-105.52521,Arroyo Seco,NM,New Mexico,TRUE,,894,19.7,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87515,36.50231,-106.37718,Canjilon,NM,New Mexico,TRUE,,337,1,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87516,36.16236,-106.46572,Canones,NM,New Mexico,TRUE,,149,1.1,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87517,36.3949,-105.78756,Carson,NM,New Mexico,TRUE,,340,1.7,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87518,36.50733,-106.56265,Cebolla,NM,New Mexico,TRUE,,0,0,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87519,36.76989,-105.62796,Cerro,NM,New Mexico,TRUE,,467,7.9,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87520,36.88271,-106.62705,Chama,NM,New Mexico,TRUE,,1376,2,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87521,36.07629,-105.69802,Chamisal,NM,New Mexico,TRUE,,723,2.8,35055,Taos,"{""35055"": ""76.37"", ""35039"": ""23.63""}",Taos|Rio Arriba,35055|35039,FALSE,FALSE,America/Denver
87522,35.93801,-105.83647,Chimayo,NM,New Mexico,TRUE,,2715,6.7,35039,Rio Arriba,"{""35039"": ""75.3"", ""35049"": ""24.7""}",Rio Arriba|Santa Fe,35039|35049,FALSE,FALSE,America/Denver
87523,36.01364,-105.84268,Cordova,NM,New Mexico,TRUE,,704,37.7,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87524,36.93242,-105.67231,Costilla,NM,New Mexico,TRUE,,92,0.3,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87525,36.58686,-105.46136,Taos Ski Valley,NM,New Mexico,TRUE,,56,1,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87527,36.16447,-105.8627,Dixon,NM,New Mexico,TRUE,,356,3.8,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87528,36.66881,-106.98213,Dulce,NM,New Mexico,TRUE,,3546,1.8,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87529,36.47006,-105.62274,El Prado,NM,New Mexico,TRUE,,5116,77.8,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
87530,36.34928,-106.19133,El Rito,NM,New Mexico,TRUE,,808,2.2,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87531,36.24753,-105.8509,Embudo,NM,New Mexico,TRUE,,478,5.2,35039,Rio Arriba,"{""35039"": ""66.58"", ""35055"": ""33.42""}",Rio Arriba|Taos,35039|35055,FALSE,FALSE,America/Denver
87532,35.99328,-106.08987,Espanola,NM,New Mexico,TRUE,,18641,63.2,35039,Rio Arriba,"{""35039"": ""69.69"", ""35049"": ""30.31""}",Rio Arriba|Santa Fe,35039|35049,FALSE,FALSE,America/Denver
87533,36.02388,-106.06493,Espanola,NM,New Mexico,TRUE,,154,2870.8,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87535,35.52874,-105.74774,Glorieta,NM,New Mexico,TRUE,,1258,7.6,35049,Santa Fe,"{""35049"": ""77.64"", ""35047"": ""22.36""}",Santa Fe|San Miguel,35049|35047,FALSE,FALSE,America/Denver
87537,36.04961,-106.18535,Hernandez,NM,New Mexico,TRUE,,2698,17.5,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87538,35.49455,-105.57126,Ilfeld,NM,New Mexico,TRUE,,425,2.1,35047,San Miguel,"{""35047"": ""100""}",San Miguel,35047,FALSE,FALSE,America/Denver
87539,36.38171,-106.03924,La Madera,NM,New Mexico,TRUE,,25,0.1,35039,Rio Arriba,"{""35039"": ""100""}",Rio Arriba,35039,FALSE,FALSE,America/Denver
87540,35.44515,-105.90366,Lamy,NM,New Mexico,TRUE,,792,3.6,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver
87543,36.107,-105.6612,Llano,NM,New Mexico,TRUE,,97,1.9,35055,Taos,"{""35055"": ""100""}",Taos,35055,FALSE,FALSE,America/Denver
